# Lexia 3 full USB dump (control+bulk+interrupt, включая пустые)
# ts,type,xfer,dir,ep,bus,dev,status,length,caplen,setup,data
1786904477.026609,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.026722,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.026961,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.027074,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.027096,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.027231,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.027379,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.027514,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.027537,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.027654,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.027839,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.027987,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.028010,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.028135,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.028324,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.028471,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.028493,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.028643,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.028786,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.028929,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.028960,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.029042,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.029251,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.029365,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.029389,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.029483,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.029706,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.029807,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.029830,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.029922,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.030170,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.030293,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.030314,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.030369,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.030629,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.030714,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.030734,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.030795,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.031090,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.031150,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.031171,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.031230,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.031552,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.031652,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.031674,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.031746,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.032013,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.032080,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.032101,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.032163,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.032472,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.032535,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.032556,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.032616,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.032962,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.033052,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.033075,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.033162,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.033395,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.033489,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.033514,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.033598,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.033858,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.033919,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.033961,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.034053,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.034316,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.034409,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.034431,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.034764,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.034787,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.034945,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.034972,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.035099,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.035310,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.035532,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.035556,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.035681,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.035835,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.036092,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.036115,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.036364,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.036431,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.036558,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.036581,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.036696,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.036963,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.037050,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.037074,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.037148,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.037430,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.037510,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.037534,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.037609,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.037961,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.038052,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.038074,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.038162,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.038429,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.038532,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.038553,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.038643,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.038961,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.039018,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.039040,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.039096,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.039428,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.039574,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.039596,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.039700,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.039961,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.040060,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.040081,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.040178,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.040431,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.040538,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.040560,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.040677,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.040961,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.041061,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.041083,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.041142,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.041431,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.041725,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.041748,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.041863,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.042022,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.042172,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.042198,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.042395,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.042486,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.042594,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.042616,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.042688,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.042961,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.043017,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.043039,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.043092,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.043411,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.043469,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.043491,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.043573,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.043871,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.043936,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.043961,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.044016,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.044329,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.044388,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.044409,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.044464,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.044816,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.044952,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.044975,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.045043,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.045273,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.045335,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.045358,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.045415,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.045737,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.045795,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.045818,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.045874,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.046200,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.046257,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.046280,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.046335,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.046656,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.046806,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.046831,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.046918,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.047116,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.047220,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.047245,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.047433,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.047580,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.047719,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.047745,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.047913,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.048040,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.048144,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.048168,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.048282,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.048501,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.048557,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.048578,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.048632,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.048960,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.049041,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.049062,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.049124,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.049424,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.049542,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.049565,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.049656,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.049962,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.050044,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.050067,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.050141,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.050426,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.050505,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.050530,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.050614,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.050961,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.051017,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.051038,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.051090,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.051421,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.051486,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.051507,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.051588,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.051966,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.052063,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.052086,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.052174,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.052471,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.052552,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.052577,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.052679,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.052963,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.053070,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.053094,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.053199,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.053427,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.053516,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.053539,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.053644,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.053882,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.053972,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.053994,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.054060,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.054347,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.054448,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.054471,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.054539,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.054807,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.054919,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.054962,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.055064,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.055268,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.055373,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.055396,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.055468,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.055731,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.055819,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.055843,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.055916,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.056189,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.056266,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.056288,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.056350,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.056653,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.056722,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.056745,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.056806,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.057111,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.057225,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.057247,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.057332,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.057569,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.057670,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.057693,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.057759,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.058035,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.058156,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.058181,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.058271,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.058499,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.058594,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.058617,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.058693,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.058963,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.059049,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.059073,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.059144,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.059420,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.059507,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.059529,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.059601,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.059878,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.059958,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.059981,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.060053,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.060340,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.060467,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.060490,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.060583,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.060803,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.060888,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.060910,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.060984,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.061283,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.061361,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.061382,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.061447,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.061742,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.061848,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.061870,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.061945,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.062204,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.062398,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.062421,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.062535,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.062730,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.062866,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.062888,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.063009,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.063194,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.063340,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.063363,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.063494,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.063654,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.063784,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.063806,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.063933,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.064118,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.064232,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.064255,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.064345,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.064577,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.064673,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.064695,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.064775,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.065040,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.065134,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.065156,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.065244,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.065497,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.065573,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.065594,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.065731,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.065961,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.066109,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.066130,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.066229,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.066426,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.066534,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.066556,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.066627,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.066962,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.067060,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.067083,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.067179,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.067426,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.067551,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.067573,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.067659,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.067879,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.068024,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.068048,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.068156,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.068346,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.068444,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.068465,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.068534,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.068802,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.068887,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.068908,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.068980,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.069264,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.069358,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.069383,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.069463,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.069727,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.069793,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.069813,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.069868,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.070187,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.070271,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.070292,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.070349,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.070648,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.070744,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.070766,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.070834,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.071110,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.071192,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.071214,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.071274,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.071573,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.071666,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.071688,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.071750,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.072033,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.072149,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.072171,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.072234,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.072490,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.072695,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.072718,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.072816,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.073021,C,BULK,IN,5,1,16,0,4,4,,42410901
1786904477.073129,S,BULK,OUT,6,1,16,4294967181,5,5,,410901c0f4
1786904477.073150,C,BULK,OUT,6,1,16,0,5,0,,
1786904477.073232,S,BULK,IN,5,1,16,4294967181,64,0,,
1786904477.073484,C,BULK,IN,5,1,16,0,4,4,,42410901
